model,problem_id,category,paths,condition,scorer,run,reframing_score,correctness,frame_diversity,assumption_surfacing,solution_novelty,premise_questioning
llama,churn_pattern,einstellung,path_1_name_the_frame|path_6_premise_reflection,deo,openai,1,4.5,5,4,5,4,5
llama,churn_pattern,einstellung,path_1_name_the_frame|path_6_premise_reflection,deo,openai,2,4.25,5,4,4,4,5
llama,churn_pattern,einstellung,path_1_name_the_frame|path_6_premise_reflection,deo,openai,3,4.75,5,5,5,4,5
llama,churn_pattern,einstellung,path_1_name_the_frame|path_6_premise_reflection,deo,openai,4,4.75,5,5,5,4,5
llama,climate_target_anchor,anchoring,path_6_premise_reflection|path_1_name_the_frame,vanilla,self,0,2.5,4,3,3,2,2
llama,climate_target_anchor,anchoring,path_6_premise_reflection|path_1_name_the_frame,vanilla,self,1,3.0,4,4,3,3,2
llama,climate_target_anchor,anchoring,path_6_premise_reflection|path_1_name_the_frame,vanilla,self,2,2.75,4,4,2,3,2
llama,climate_target_anchor,anchoring,path_6_premise_reflection|path_1_name_the_frame,vanilla,self,3,2.5,4,3,2,3,2
llama,climate_target_anchor,anchoring,path_6_premise_reflection|path_1_name_the_frame,vanilla,self,4,3.0,4,4,3,3,2
llama,climate_target_anchor,anchoring,path_6_premise_reflection|path_1_name_the_frame,vanilla,claude,0,1.75,2,2,2,2,1
llama,climate_target_anchor,anchoring,path_6_premise_reflection|path_1_name_the_frame,vanilla,claude,1,1.75,2,2,2,2,1
llama,climate_target_anchor,anchoring,path_6_premise_reflection|path_1_name_the_frame,vanilla,claude,2,1.5,2,2,1,2,1
llama,climate_target_anchor,anchoring,path_6_premise_reflection|path_1_name_the_frame,vanilla,claude,3,1.5,2,2,1,2,1
llama,climate_target_anchor,anchoring,path_6_premise_reflection|path_1_name_the_frame,vanilla,claude,4,1.5,2,2,1,2,1
llama,climate_target_anchor,anchoring,path_6_premise_reflection|path_1_name_the_frame,vanilla,openai,0,2.25,3,3,2,2,2
llama,climate_target_anchor,anchoring,path_6_premise_reflection|path_1_name_the_frame,vanilla,openai,1,2.0,3,3,2,2,1
llama,climate_target_anchor,anchoring,path_6_premise_reflection|path_1_name_the_frame,vanilla,openai,2,1.75,3,2,2,2,1
llama,climate_target_anchor,anchoring,path_6_premise_reflection|path_1_name_the_frame,vanilla,openai,3,2.0,3,3,2,2,1
llama,climate_target_anchor,anchoring,path_6_premise_reflection|path_1_name_the_frame,vanilla,openai,4,2.25,3,3,2,2,2
llama,climate_target_anchor,anchoring,path_6_premise_reflection|path_1_name_the_frame,distance,self,0,4.5,5,4,5,4,5
llama,climate_target_anchor,anchoring,path_6_premise_reflection|path_1_name_the_frame,distance,self,1,4.5,5,4,5,4,5
llama,climate_target_anchor,anchoring,path_6_premise_reflection|path_1_name_the_frame,distance,self,2,4.75,5,5,5,4,5
llama,climate_target_anchor,anchoring,path_6_premise_reflection|path_1_name_the_frame,distance,self,3,4.5,5,4,5,4,5
llama,climate_target_anchor,anchoring,path_6_premise_reflection|path_1_name_the_frame,distance,self,4,5.0,5,5,5,5,5
llama,climate_target_anchor,anchoring,path_6_premise_reflection|path_1_name_the_frame,distance,claude,0,3.5,4,3,4,2,5
llama,climate_target_anchor,anchoring,path_6_premise_reflection|path_1_name_the_frame,distance,claude,1,3.5,4,3,4,2,5
llama,climate_target_anchor,anchoring,path_6_premise_reflection|path_1_name_the_frame,distance,claude,2,4.25,4,4,5,3,5
llama,climate_target_anchor,anchoring,path_6_premise_reflection|path_1_name_the_frame,distance,claude,3,3.25,3,3,4,2,4
llama,climate_target_anchor,anchoring,path_6_premise_reflection|path_1_name_the_frame,distance,claude,4,3.5,4,3,4,2,5
llama,climate_target_anchor,anchoring,path_6_premise_reflection|path_1_name_the_frame,distance,openai,0,4.5,4,5,5,3,5
llama,climate_target_anchor,anchoring,path_6_premise_reflection|path_1_name_the_frame,distance,openai,1,4.75,4,5,5,4,5
llama,climate_target_anchor,anchoring,path_6_premise_reflection|path_1_name_the_frame,distance,openai,2,4.0,4,5,4,3,4
llama,climate_target_anchor,anchoring,path_6_premise_reflection|path_1_name_the_frame,distance,openai,3,3.75,4,4,4,3,4
llama,climate_target_anchor,anchoring,path_6_premise_reflection|path_1_name_the_frame,distance,openai,4,4.75,4,5,5,4,5
llama,climate_target_anchor,anchoring,path_6_premise_reflection|path_1_name_the_frame,engagement,self,0,3.0,4,4,3,3,2
llama,climate_target_anchor,anchoring,path_6_premise_reflection|path_1_name_the_frame,engagement,self,1,3.25,4,4,3,3,3
llama,climate_target_anchor,anchoring,path_6_premise_reflection|path_1_name_the_frame,engagement,self,2,3.0,4,4,3,3,2
llama,climate_target_anchor,anchoring,path_6_premise_reflection|path_1_name_the_frame,engagement,self,3,3.0,4,4,3,3,2
llama,climate_target_anchor,anchoring,path_6_premise_reflection|path_1_name_the_frame,engagement,self,4,3.0,4,4,3,3,2
llama,climate_target_anchor,anchoring,path_6_premise_reflection|path_1_name_the_frame,engagement,claude,0,2.25,4,3,2,2,2
llama,climate_target_anchor,anchoring,path_6_premise_reflection|path_1_name_the_frame,engagement,claude,1,2.25,4,2,2,2,3
llama,climate_target_anchor,anchoring,path_6_premise_reflection|path_1_name_the_frame,engagement,claude,2,1.75,3,2,2,2,1
llama,climate_target_anchor,anchoring,path_6_premise_reflection|path_1_name_the_frame,engagement,claude,3,1.75,3,2,2,2,1
llama,climate_target_anchor,anchoring,path_6_premise_reflection|path_1_name_the_frame,engagement,claude,4,2.25,4,3,2,2,2
llama,climate_target_anchor,anchoring,path_6_premise_reflection|path_1_name_the_frame,engagement,openai,0,3.0,4,4,3,3,2
llama,climate_target_anchor,anchoring,path_6_premise_reflection|path_1_name_the_frame,engagement,openai,1,2.25,4,3,2,2,2
llama,climate_target_anchor,anchoring,path_6_premise_reflection|path_1_name_the_frame,engagement,openai,2,2.5,3,4,2,2,2
llama,climate_target_anchor,anchoring,path_6_premise_reflection|path_1_name_the_frame,engagement,openai,3,3.0,4,4,3,3,2
llama,climate_target_anchor,anchoring,path_6_premise_reflection|path_1_name_the_frame,engagement,openai,4,3.25,4,4,3,3,3
llama,climate_target_anchor,anchoring,path_6_premise_reflection|path_1_name_the_frame,deo,self,0,4.25,5,4,4,4,5
llama,climate_target_anchor,anchoring,path_6_premise_reflection|path_1_name_the_frame,deo,self,1,4.25,5,4,4,4,5
llama,climate_target_anchor,anchoring,path_6_premise_reflection|path_1_name_the_frame,deo,self,2,4.25,5,4,4,4,5
llama,climate_target_anchor,anchoring,path_6_premise_reflection|path_1_name_the_frame,deo,self,3,4.0,5,4,4,4,4
llama,climate_target_anchor,anchoring,path_6_premise_reflection|path_1_name_the_frame,deo,self,4,4.25,5,4,4,4,5
llama,climate_target_anchor,anchoring,path_6_premise_reflection|path_1_name_the_frame,deo,claude,0,3.5,4,3,4,3,4
llama,climate_target_anchor,anchoring,path_6_premise_reflection|path_1_name_the_frame,deo,claude,1,3.75,4,4,4,3,4
llama,climate_target_anchor,anchoring,path_6_premise_reflection|path_1_name_the_frame,deo,claude,2,3.75,4,4,4,3,4
llama,climate_target_anchor,anchoring,path_6_premise_reflection|path_1_name_the_frame,deo,claude,3,3.75,4,4,4,3,4
llama,climate_target_anchor,anchoring,path_6_premise_reflection|path_1_name_the_frame,deo,claude,4,3.5,4,3,4,3,4
llama,climate_target_anchor,anchoring,path_6_premise_reflection|path_1_name_the_frame,deo,openai,0,4.0,4,4,4,4,4
llama,climate_target_anchor,anchoring,path_6_premise_reflection|path_1_name_the_frame,deo,openai,1,4.0,5,4,4,4,4
llama,climate_target_anchor,anchoring,path_6_premise_reflection|path_1_name_the_frame,deo,openai,2,4.0,5,4,4,4,4
llama,climate_target_anchor,anchoring,path_6_premise_reflection|path_1_name_the_frame,deo,openai,3,4.25,5,5,4,4,4
llama,climate_target_anchor,anchoring,path_6_premise_reflection|path_1_name_the_frame,deo,openai,4,3.75,4,4,4,3,4
llama,custody_dispute,zero_sum,path_6_premise_reflection|path_9_step_outside,vanilla,self,0,3.25,4,4,3,3,3
llama,custody_dispute,zero_sum,path_6_premise_reflection|path_9_step_outside,vanilla,self,1,2.75,4,4,3,2,2
llama,custody_dispute,zero_sum,path_6_premise_reflection|path_9_step_outside,vanilla,self,2,4.0,5,4,4,4,4
llama,custody_dispute,zero_sum,path_6_premise_reflection|path_9_step_outside,vanilla,self,3,3.75,5,4,4,4,3
llama,custody_dispute,zero_sum,path_6_premise_reflection|path_9_step_outside,vanilla,self,4,3.0,4,4,3,3,2
llama,custody_dispute,zero_sum,path_6_premise_reflection|path_9_step_outside,vanilla,claude,0,1.75,3,2,2,2,1
llama,custody_dispute,zero_sum,path_6_premise_reflection|path_9_step_outside,vanilla,claude,1,1.75,3,2,2,2,1
llama,custody_dispute,zero_sum,path_6_premise_reflection|path_9_step_outside,vanilla,claude,2,2.5,4,3,2,3,2
llama,custody_dispute,zero_sum,path_6_premise_reflection|path_9_step_outside,vanilla,claude,3,1.75,4,2,2,2,1
llama,custody_dispute,zero_sum,path_6_premise_reflection|path_9_step_outside,vanilla,claude,4,1.75,3,2,2,2,1
llama,custody_dispute,zero_sum,path_6_premise_reflection|path_9_step_outside,vanilla,openai,0,3.25,4,4,3,3,3
llama,custody_dispute,zero_sum,path_6_premise_reflection|path_9_step_outside,vanilla,openai,1,2.75,4,4,3,2,2
llama,custody_dispute,zero_sum,path_6_premise_reflection|path_9_step_outside,vanilla,openai,2,3.5,5,4,4,3,3
llama,custody_dispute,zero_sum,path_6_premise_reflection|path_9_step_outside,vanilla,openai,3,3.25,4,4,3,3,3
llama,custody_dispute,zero_sum,path_6_premise_reflection|path_9_step_outside,vanilla,openai,4,3.25,4,4,3,3,3
llama,custody_dispute,zero_sum,path_6_premise_reflection|path_9_step_outside,distance,self,0,3.0,3,3,3,3,3
llama,custody_dispute,zero_sum,path_6_premise_reflection|path_9_step_outside,distance,self,1,4.25,5,4,4,4,5
llama,custody_dispute,zero_sum,path_6_premise_reflection|path_9_step_outside,distance,self,2,4.25,5,4,4,4,5
llama,custody_dispute,zero_sum,path_6_premise_reflection|path_9_step_outside,distance,self,3,4.25,5,4,4,4,5
llama,custody_dispute,zero_sum,path_6_premise_reflection|path_9_step_outside,distance,self,4,4.25,5,4,4,4,5
llama,custody_dispute,zero_sum,path_6_premise_reflection|path_9_step_outside,distance,claude,0,3.0,4,2,3,3,4
llama,custody_dispute,zero_sum,path_6_premise_reflection|path_9_step_outside,distance,claude,1,3.0,4,2,3,3,4
llama,custody_dispute,zero_sum,path_6_premise_reflection|path_9_step_outside,distance,claude,2,3.0,4,2,3,3,4
llama,custody_dispute,zero_sum,path_6_premise_reflection|path_9_step_outside,distance,claude,3,2.75,4,2,3,2,4
llama,custody_dispute,zero_sum,path_6_premise_reflection|path_9_step_outside,distance,claude,4,3.0,4,2,3,3,4
llama,custody_dispute,zero_sum,path_6_premise_reflection|path_9_step_outside,distance,openai,0,3.25,4,3,3,3,4
llama,custody_dispute,zero_sum,path_6_premise_reflection|path_9_step_outside,distance,openai,1,3.25,4,3,3,3,4
llama,custody_dispute,zero_sum,path_6_premise_reflection|path_9_step_outside,distance,openai,2,3.25,4,3,3,3,4
llama,custody_dispute,zero_sum,path_6_premise_reflection|path_9_step_outside,distance,openai,3,3.25,4,3,3,3,4
llama,custody_dispute,zero_sum,path_6_premise_reflection|path_9_step_outside,distance,openai,4,3.25,4,3,3,3,4
llama,custody_dispute,zero_sum,path_6_premise_reflection|path_9_step_outside,engagement,self,0,3.5,5,4,3,3,4
llama,custody_dispute,zero_sum,path_6_premise_reflection|path_9_step_outside,engagement,self,1,3.75,5,4,3,4,4
llama,custody_dispute,zero_sum,path_6_premise_reflection|path_9_step_outside,engagement,self,2,4.25,5,4,4,4,5
llama,custody_dispute,zero_sum,path_6_premise_reflection|path_9_step_outside,engagement,self,3,4.25,5,4,4,4,5
llama,custody_dispute,zero_sum,path_6_premise_reflection|path_9_step_outside,engagement,self,4,4.25,5,4,4,4,5
llama,custody_dispute,zero_sum,path_6_premise_reflection|path_9_step_outside,engagement,claude,0,3.5,4,2,3,4,5
llama,custody_dispute,zero_sum,path_6_premise_reflection|path_9_step_outside,engagement,claude,1,3.5,4,2,3,4,5
llama,custody_dispute,zero_sum,path_6_premise_reflection|path_9_step_outside,engagement,claude,2,3.75,5,2,4,4,5
llama,custody_dispute,zero_sum,path_6_premise_reflection|path_9_step_outside,engagement,claude,3,3.0,4,2,3,3,4
llama,custody_dispute,zero_sum,path_6_premise_reflection|path_9_step_outside,engagement,claude,4,3.5,4,2,3,4,5
llama,custody_dispute,zero_sum,path_6_premise_reflection|path_9_step_outside,engagement,openai,0,3.5,5,3,3,4,4
llama,custody_dispute,zero_sum,path_6_premise_reflection|path_9_step_outside,engagement,openai,1,3.5,5,3,3,4,4
llama,custody_dispute,zero_sum,path_6_premise_reflection|path_9_step_outside,engagement,openai,2,3.5,5,3,3,4,4
llama,custody_dispute,zero_sum,path_6_premise_reflection|path_9_step_outside,engagement,openai,3,2.5,4,2,2,3,3
llama,custody_dispute,zero_sum,path_6_premise_reflection|path_9_step_outside,engagement,openai,4,3.5,5,3,3,4,4
llama,custody_dispute,zero_sum,path_6_premise_reflection|path_9_step_outside,deo,self,0,4.75,5,4,5,5,5
llama,custody_dispute,zero_sum,path_6_premise_reflection|path_9_step_outside,deo,self,1,4.75,5,4,5,5,5
llama,custody_dispute,zero_sum,path_6_premise_reflection|path_9_step_outside,deo,self,2,4.75,5,4,5,5,5
llama,custody_dispute,zero_sum,path_6_premise_reflection|path_9_step_outside,deo,self,3,4.75,5,4,5,5,5
llama,custody_dispute,zero_sum,path_6_premise_reflection|path_9_step_outside,deo,self,4,4.75,5,4,5,5,5
llama,custody_dispute,zero_sum,path_6_premise_reflection|path_9_step_outside,deo,claude,0,4.5,4,4,5,4,5
llama,custody_dispute,zero_sum,path_6_premise_reflection|path_9_step_outside,deo,claude,1,4.5,4,4,5,4,5
llama,custody_dispute,zero_sum,path_6_premise_reflection|path_9_step_outside,deo,claude,2,4.5,4,4,5,4,5
llama,custody_dispute,zero_sum,path_6_premise_reflection|path_9_step_outside,deo,claude,3,4.5,4,4,5,4,5
llama,custody_dispute,zero_sum,path_6_premise_reflection|path_9_step_outside,deo,claude,4,4.25,4,4,4,4,5
llama,custody_dispute,zero_sum,path_6_premise_reflection|path_9_step_outside,deo,openai,0,4.5,5,4,5,4,5
llama,custody_dispute,zero_sum,path_6_premise_reflection|path_9_step_outside,deo,openai,1,4.75,5,5,5,4,5
llama,custody_dispute,zero_sum,path_6_premise_reflection|path_9_step_outside,deo,openai,2,4.5,5,4,5,4,5
llama,custody_dispute,zero_sum,path_6_premise_reflection|path_9_step_outside,deo,openai,3,4.75,5,5,5,4,5
llama,custody_dispute,zero_sum,path_6_premise_reflection|path_9_step_outside,deo,openai,4,4.5,5,4,5,4,5
llama,dead_end_career,narrative_lockin,path_5_invert|path_6_premise_reflection,vanilla,self,0,2.0,4,2,2,2,2
llama,dead_end_career,narrative_lockin,path_5_invert|path_6_premise_reflection,vanilla,self,1,3.25,4,4,3,3,3
llama,dead_end_career,narrative_lockin,path_5_invert|path_6_premise_reflection,vanilla,self,2,3.25,4,4,3,3,3
llama,dead_end_career,narrative_lockin,path_5_invert|path_6_premise_reflection,vanilla,self,3,2.0,4,2,2,2,2
llama,dead_end_career,narrative_lockin,path_5_invert|path_6_premise_reflection,vanilla,self,4,2.0,4,2,2,2,2
llama,dead_end_career,narrative_lockin,path_5_invert|path_6_premise_reflection,vanilla,claude,0,1.75,3,2,2,2,1
llama,dead_end_career,narrative_lockin,path_5_invert|path_6_premise_reflection,vanilla,claude,1,1.75,3,2,2,2,1
llama,dead_end_career,narrative_lockin,path_5_invert|path_6_premise_reflection,vanilla,claude,2,1.75,3,2,2,2,1
llama,dead_end_career,narrative_lockin,path_5_invert|path_6_premise_reflection,vanilla,claude,3,1.75,3,2,2,2,1
llama,dead_end_career,narrative_lockin,path_5_invert|path_6_premise_reflection,vanilla,claude,4,2.0,4,2,2,2,2
llama,dead_end_career,narrative_lockin,path_5_invert|path_6_premise_reflection,vanilla,openai,0,2.25,4,3,2,2,2
llama,dead_end_career,narrative_lockin,path_5_invert|path_6_premise_reflection,vanilla,openai,1,2.25,4,3,2,2,2
llama,dead_end_career,narrative_lockin,path_5_invert|path_6_premise_reflection,vanilla,openai,2,2.25,4,3,2,2,2
llama,dead_end_career,narrative_lockin,path_5_invert|path_6_premise_reflection,vanilla,openai,3,2.0,4,2,2,2,2
llama,dead_end_career,narrative_lockin,path_5_invert|path_6_premise_reflection,vanilla,openai,4,2.0,4,2,2,2,2
llama,dead_end_career,narrative_lockin,path_5_invert|path_6_premise_reflection,distance,self,0,5.0,5,5,5,5,5
llama,dead_end_career,narrative_lockin,path_5_invert|path_6_premise_reflection,distance,self,1,5.0,5,5,5,5,5
llama,dead_end_career,narrative_lockin,path_5_invert|path_6_premise_reflection,distance,self,2,5.0,5,5,5,5,5
llama,dead_end_career,narrative_lockin,path_5_invert|path_6_premise_reflection,distance,self,3,5.0,5,5,5,5,5
llama,dead_end_career,narrative_lockin,path_5_invert|path_6_premise_reflection,distance,self,4,5.0,5,5,5,5,5
llama,dead_end_career,narrative_lockin,path_5_invert|path_6_premise_reflection,distance,claude,0,4.25,4,4,4,4,5
llama,dead_end_career,narrative_lockin,path_5_invert|path_6_premise_reflection,distance,claude,1,4.0,4,4,4,3,5
llama,dead_end_career,narrative_lockin,path_5_invert|path_6_premise_reflection,distance,claude,2,4.25,4,4,4,4,5
llama,dead_end_career,narrative_lockin,path_5_invert|path_6_premise_reflection,distance,claude,3,4.25,4,4,4,4,5
llama,dead_end_career,narrative_lockin,path_5_invert|path_6_premise_reflection,distance,claude,4,4.25,4,4,4,4,5
llama,dead_end_career,narrative_lockin,path_5_invert|path_6_premise_reflection,distance,openai,0,4.75,5,5,5,4,5
llama,dead_end_career,narrative_lockin,path_5_invert|path_6_premise_reflection,distance,openai,1,4.75,5,5,5,4,5
llama,dead_end_career,narrative_lockin,path_5_invert|path_6_premise_reflection,distance,openai,2,4.75,5,5,5,4,5
llama,dead_end_career,narrative_lockin,path_5_invert|path_6_premise_reflection,distance,openai,3,4.75,5,5,5,4,5
llama,dead_end_career,narrative_lockin,path_5_invert|path_6_premise_reflection,distance,openai,4,4.75,5,5,5,4,5
llama,dead_end_career,narrative_lockin,path_5_invert|path_6_premise_reflection,engagement,self,0,2.25,4,2,2,3,2
llama,dead_end_career,narrative_lockin,path_5_invert|path_6_premise_reflection,engagement,self,1,3.0,4,3,3,3,3
llama,dead_end_career,narrative_lockin,path_5_invert|path_6_premise_reflection,engagement,self,2,2.5,4,3,3,2,2
llama,dead_end_career,narrative_lockin,path_5_invert|path_6_premise_reflection,engagement,self,3,3.0,4,4,3,3,2
llama,dead_end_career,narrative_lockin,path_5_invert|path_6_premise_reflection,engagement,self,4,3.0,4,4,3,3,2
llama,dead_end_career,narrative_lockin,path_5_invert|path_6_premise_reflection,engagement,claude,0,1.75,3,2,2,2,1
llama,dead_end_career,narrative_lockin,path_5_invert|path_6_premise_reflection,engagement,claude,1,1.75,3,2,2,2,1
llama,dead_end_career,narrative_lockin,path_5_invert|path_6_premise_reflection,engagement,claude,2,1.75,3,2,2,2,1
llama,dead_end_career,narrative_lockin,path_5_invert|path_6_premise_reflection,engagement,claude,3,1.75,3,2,2,2,1
llama,dead_end_career,narrative_lockin,path_5_invert|path_6_premise_reflection,engagement,claude,4,1.75,3,2,2,2,1
llama,dead_end_career,narrative_lockin,path_5_invert|path_6_premise_reflection,engagement,openai,0,2.0,4,2,2,2,2
